%This file is created by ALFE.
FEA Parameters: 
DOF: 3
Element Type: VoxelElement
Node Count: 86751
Element Count: 80000
Load Count: 9
Support Count: 1071
Solid Domain Count: 0
Void Domain Count: 0
Young's Modulus: 1
Possion Rate: 0.300000011920929

BESO Parameters: 
Volume Fraction: 0.15
Evolution Rate: 0.02
Filter Radius: 3
Penalty Exponent: 3
Maximum Iteration: 200
Solver: 3

Model Info: 
N,0,0,0
N,1,0,0
N,2,0,0
N,3,0,0
N,4,0,0
N,5,0,0
N,6,0,0
N,7,0,0
N,8,0,0
N,9,0,0
N,10,0,0
N,11,0,0
N,12,0,0
N,13,0,0
N,14,0,0
N,15,0,0
N,16,0,0
N,17,0,0
N,18,0,0
N,19,0,0
N,20,0,0
N,21,0,0
N,22,0,0
N,23,0,0
N,24,0,0
N,25,0,0
N,26,0,0
N,27,0,0
N,28,0,0
N,29,0,0
N,30,0,0
N,31,0,0
N,32,0,0
N,33,0,0
N,34,0,0
N,35,0,0
N,36,0,0
N,37,0,0
N,38,0,0
N,39,0,0
N,40,0,0
N,41,0,0
N,42,0,0
N,43,0,0
N,44,0,0
N,45,0,0
N,46,0,0
N,47,0,0
N,48,0,0
N,49,0,0
N,50,0,0
N,51,0,0
N,52,0,0
N,53,0,0
N,54,0,0
N,55,0,0
N,56,0,0
N,57,0,0
N,58,0,0
N,59,0,0
N,60,0,0
N,61,0,0
N,62,0,0
N,63,0,0
N,64,0,0
N,65,0,0
N,66,0,0
N,67,0,0
N,68,0,0
N,69,0,0
N,70,0,0
N,71,0,0
N,72,0,0
N,73,0,0
N,74,0,0
N,75,0,0
N,76,0,0
N,77,0,0
N,78,0,0
N,79,0,0
N,80,0,0
N,0,1,0
N,1,1,0
N,2,1,0
N,3,1,0
N,4,1,0
N,5,1,0
N,6,1,0
N,7,1,0
N,8,1,0
N,9,1,0
N,10,1,0
N,11,1,0
N,12,1,0
N,13,1,0
N,14,1,0
N,15,1,0
N,16,1,0
N,17,1,0
N,18,1,0
N,19,1,0
N,20,1,0
N,21,1,0
N,22,1,0
N,23,1,0
N,24,1,0
N,25,1,0
N,26,1,0
N,27,1,0
N,28,1,0
N,29,1,0
N,30,1,0
N,31,1,0
N,32,1,0
N,33,1,0
N,34,1,0
N,35,1,0
N,36,1,0
N,37,1,0
N,38,1,0
N,39,1,0
N,40,1,0
N,41,1,0
N,42,1,0
N,43,1,0
N,44,1,0
N,45,1,0
N,46,1,0
N,47,1,0
N,48,1,0
N,49,1,0
N,50,1,0
N,51,1,0
N,52,1,0
N,53,1,0
N,54,1,0
N,55,1,0
N,56,1,0
N,57,1,0
N,58,1,0
N,59,1,0
N,60,1,0
N,61,1,0
N,62,1,0
N,63,1,0
N,64,1,0
N,65,1,0
N,66,1,0
N,67,1,0
N,68,1,0
N,69,1,0
N,70,1,0
N,71,1,0
N,72,1,0
N,73,1,0
N,74,1,0
N,75,1,0
N,76,1,0
N,77,1,0
